"Covariate","Level","Se_Mean","Se_Lo","Se_Hi","Se_Sig","Se_Pval","Sp_Mean","Sp_Lo","Sp_Hi","Sp_Sig","Sp_Pval"
"analysis_type","hybrid vs PP",-0.0810877529435374,-1.14965637907015,0.954878722918272,FALSE,0.8635,-0.326212426386065,-1.55948959455903,0.884310375872779,FALSE,0.5705
"analysis_type","ITT vs PP",0.440593990718956,-0.351313160951685,1.21344922042593,FALSE,0.2755,-0.210032771776316,-1.15617323616541,0.729772582221907,FALSE,0.6525
"analysis_type","NR vs PP",-0.405384164548928,-1.70451537666167,0.889071984147366,FALSE,0.5535,0.312365552122734,-1.28529953162344,1.8353513715482,FALSE,0.703
"rstandard","clinical exam vs expert panel",0.665843104003502,-0.71257916195495,2.06717584787933,FALSE,0.34,-1.15450472185666,-2.75749074490905,0.402898968566351,FALSE,0.142
"rstandard","reading center vs expert panel",-0.0913074370034379,-0.836831034109595,0.593057275286747,FALSE,0.7995,-0.14719529808928,-0.93804788582467,0.649166319898944,FALSE,0.723
"disagree","yes vs no",0.559674549980762,0.144927088678137,0.976926947855453,TRUE,0.008,1.91751450394234,1.30901576356072,2.55185616150564,TRUE,0
"field",">2 vs 1",-0.0936995647343398,-1.14551245676145,0.946037012145494,FALSE,0.8505,-1.49786448122478,-3.34416456805845,0.341236628699743,FALSE,0.111
"field","2 vs 1",-0.176541350211371,-1.08822002629273,0.693498120489618,FALSE,0.683,-0.452926705401355,-2.10814849315554,1.19733075148682,FALSE,0.5805
"field","NR vs 1",-0.522550011027455,-1.03194285160807,-0.0198876222338779,TRUE,0.042,-2.70326719676358,-3.38180309977517,-2.01272280352065,TRUE,0
"vendor","no vs yes",0.220420064457532,-0.391982529510364,0.87034256951465,FALSE,0.4765,-0.0103290325298123,-0.737116060208634,0.682395174945943,FALSE,0.977
"commercial","yes vs no",0.194010280838645,-0.259937501735293,0.642799532546782,FALSE,0.4035,1.78584088780788,1.22027660355407,2.35825411013925,TRUE,0
"certified","yes vs no",-0.422938210210702,-1.08295680763693,0.249618834328645,FALSE,0.218,0.27700947664267,-0.503962860823631,1.04307851885342,FALSE,0.4725
"quality_check","no vs yes",0.0871817802867709,-0.711727611123126,0.881760194605114,FALSE,0.821,0.310222783945206,-0.599960974871731,1.21915557505554,FALSE,0.5015
"quality_check","NR vs yes",0.608974070153089,-0.635871388168469,1.81573033241775,FALSE,0.326,-0.1390070185481,-1.59244611286003,1.33670404981917,FALSE,0.8335
"architecture","AI-assisted vs NR",0.109795162201729,-0.892881700689425,1.10132121695522,FALSE,0.8265,1.26691813219281,-0.100916723739118,2.65432803971168,FALSE,0.068
"architecture","ensemble vs NR",0.354700633426686,-0.74414668789219,1.41659094028632,FALSE,0.525,0.486352984913849,-0.902681013545586,1.87101057691152,FALSE,0.49
"architecture","Inception vs NR",0.81361389973508,-0.147588566852951,1.76650275784614,FALSE,0.0925,-0.531292448356451,-1.90263388409768,0.763698019782869,FALSE,0.428
"architecture","proprietary vs NR",0.349883682494156,-0.806946269582582,1.49863929610151,FALSE,0.5335,-0.749212704654986,-2.1960558664408,0.73364614312899,FALSE,0.3145
"architecture","ResNet vs NR",0.570725480960037,-0.335159970059836,1.47012377680233,FALSE,0.2195,-0.562434620725641,-1.83270552180121,0.628012371439843,FALSE,0.3625
"architecture","Transformer vs NR",-0.420185619539507,-1.59244074788041,0.717549702435083,FALSE,0.471,0.759356705004456,-0.778868094315062,2.35264186496356,FALSE,0.349
"architecture","VGG vs NR",1.09562095590799,-0.103133427775159,2.28338820363333,FALSE,0.0745,0.161016605939504,-1.37189647442523,1.66662683052174,FALSE,0.8165
"region","america vs asia",0.149700707824253,-0.48645229986265,0.814754576457749,FALSE,0.6695,-0.388108035750261,-1.22635748145289,0.481773181395899,FALSE,0.3845
"region","europe vs asia",0.167962706173614,-0.622628541012896,0.986673787906264,FALSE,0.6795,-0.902908762789676,-1.98714514935854,0.272610152909942,FALSE,0.1315
"region","mixed vs asia",-0.265722962149063,-0.736075850223051,0.214613262485213,FALSE,0.2625,-2.1243935924589,-2.74556464805779,-1.46474820257266,TRUE,0
"aigradable","low vs high",0.313165350606768,-1.3960905326791,1.94999610382273,FALSE,0.6835,0.334748310375841,-1.65178975365393,2.32249722266121,FALSE,0.744
"aigradable","NR vs high",0.349637355351578,-0.491175678436157,1.13882023727229,FALSE,0.394,-0.309424832377495,-1.28821790258764,0.690610701010169,FALSE,0.5145
"hgradable","low vs high",0.751555766923941,-0.118527580150599,1.65241942752045,FALSE,0.096,0.525095825011526,-0.536606871458465,1.57037504255998,FALSE,0.3285
"hgradable","NR vs high",0.195807804669901,-0.40936195407149,0.819758400575195,FALSE,0.5325,-0.0370866323856105,-0.776020470359908,0.706975213774662,FALSE,0.9225
