"Covariate","Level","Se_Mean","Se_Lo","Se_Hi","Se_Sig","Se_Pval","Sp_Mean","Sp_Lo","Sp_Hi","Sp_Sig","Sp_Pval"
"quality_check","no vs yes",-0.598355397330384,-1.91628324954179,0.705259750521173,FALSE,0.337,0.0486856598992002,-1.77623878733091,2.01935550982133,FALSE,0.954
"quality_check","NR vs yes",-0.384555308116937,-1.32045891935791,0.573031412559882,FALSE,0.385,0.847906972009344,-0.151152424893325,1.86791097942227,FALSE,0.087
"architecture","DenseNet vs NR",0.305245291121934,-2.73170913200474,3.15660134218307,FALSE,0.825,1.37788194851242,-1.93450855257634,4.80874040804331,FALSE,0.393
"architecture","EfficientNet vs NR",0.31144417256447,-2.65147735284769,3.1375947122387,FALSE,0.831,1.87195817058069,-1.75573347115626,5.17340178853549,FALSE,0.287
"architecture","Inception vs NR",0.0469694715182266,-1.88207083245218,2.00442937558344,FALSE,0.965,2.22214537624741,-0.26569829723174,4.54865414677303,FALSE,0.074
"architecture","proprietary vs NR",-0.0059537230227772,-1.70013094808606,1.70483143567526,FALSE,0.979,1.51828188671132,-0.764306447889567,3.54932661265599,FALSE,0.157
"architecture","ResNet vs NR",1.08353902663842,-2.07503398325609,4.36348832126595,FALSE,0.508,1.53019500506536,-2.10344219234951,4.78205890891274,FALSE,0.377
"architecture","VGG vs NR",1.19989778984719,-1.91253548236582,4.52425217060976,FALSE,0.469,1.77852806006903,-1.81815660065785,5.02863853792922,FALSE,0.279
"region","america vs europe",0.587947832640145,-0.74315575391697,1.89222952645142,FALSE,0.334,-0.535181883539125,-2.38216876426937,1.37245230884295,FALSE,0.56
"region","asia vs europe",1.04456618728923,-0.324280137183533,2.48735948722017,FALSE,0.137,0.388319391898805,-1.70512502453215,2.48440238720539,FALSE,0.692
"region","mixed vs europe",-0.864989107194385,-3.08404947001359,1.29828005139473,FALSE,0.405,0.256019407521448,-2.58701410839394,3.1272858924696,FALSE,0.85
"aigradable","low vs high",0.228177263639138,-1.31046199714964,1.81100226571889,FALSE,0.759,-0.968580013272729,-2.96632743576375,1.03426997246714,FALSE,0.33
"aigradable","NR vs high",0.215078704867047,-0.730651697995641,1.15109292811668,FALSE,0.648,-0.839801244545777,-1.85159042386151,0.224305419462024,FALSE,0.119
"hgradable","NR vs high",0.335143290381581,-0.466564223875098,1.08569345944559,FALSE,0.374,-0.923148973479918,-1.76103568406216,-0.0749714112780295,TRUE,0.034
